Year,Rd,Pk,Tm,Player,Age,Pos,Born,College,G/NBA,MP/NBA,PPG/NBA,RPG/NBA,APG/NBA,SPG/NBA,BPG/NBA,FG%/NBA,2P%/NBA,3P%/NBA,FT%/NBA,NBA WS,NBA WS/48,NBA PER,G/C,GS/C,MPG/C,FGM/C,FGA/C,FG%/C,2PM/C,2PA/C,2P%/C,3PM/C,3PA/C,3P%/C,FTM/C,FTA/C,FT%/C,ORPG/C,DRPG/C,RPG/C,APG/C,SPG/C,BPG/C,TOPG/C,FPG/C,PPG/C,EFG%/C,YRS/C,WS/C,WSPY/C,PER/C,SOS,BF%,Hand Length (Inches),Hand Width (Inches),Height (No Shoes),Height (Shoes),Standing Reach,Weight (lbs),Wingspan
2016,2,50,IND,Georges Niang,23.012,F,us,Iowa State University,23,4,0.9,0.7,0.2,0.1,0,0.25,0.333,0.083,1,-0.3,-0.168,0.1,138,126,29.8,6.2,12.3,0.5,4.8,8.7,0.553,1.4,3.6,0.375,2.5,3.2,0.763,1.2,4,5.2,3.1,0.7,0.5,2.3,3.1,16.1,55.6,4,16.5,4.13,21.5,8.8,0.1,9.25,9.25,6.68,6.85,8.7,230.8,6.1
2014,2,38,DET,Spencer Dinwiddie,21.086,G,us,University of Colorado,147,21.3,8.1,2.5,4,0.7,0.3,0.394,0.445,0.324,0.79,6.7,0.103,13.9,86,86,30.1,3.4,8,0.42,2,4.6,0.446,1.3,3.5,0.386,4.9,5.9,0.83,0.5,2.9,3.3,2.6,1.1,0.3,1.8,2.1,13,50.4,3,12.3,4.10,20.9,7.49,0.05,8.25,9,6.45,6.6,8.7,204.9,6.8
2013,1,24,NYK,Tim Hardaway,21.108,G,us,University of Michigan,304,24.2,11.6,2.2,1.6,0.6,0.2,0.427,0.502,0.348,0.801,12.3,0.08,13.5,107,107,33.3,4.9,11.6,0.425,3,6.1,0.5,1.9,5.5,0.343,2.6,3.6,0.724,0.6,3.5,4.1,2.1,0.7,0.3,1.7,2,14.3,50.7,3,12.3,4.10,18.3,9.9,0.06,8,9.25,6.45,6.625,8.5,199.4,6.7
2010,1,4,MIN,Wesley Johnson,22.354,F-G,us,Syracuse University,534,23.1,7.4,3.3,1.1,0.8,0.7,0.406,0.462,0.336,0.744,9.9,0.039,10.2,52,8,8.8,0.5,1,0.529,0.5,1,0.529,0,0,,0.6,1.2,0.508,0.7,0.8,1.5,0.1,0.2,0.3,0.3,1.4,1.6,51.8,3,12.3,4.10,,-3.91,0.05,9,9.5,6.63,6.725,8.1,206.4,7.1
2015,2,51,ORL,Tyler Harvey,21.348,G,us,Eastern Washington University,,,,,,,,,,,,,,0,84,67,31.4,5.9,12.7,0.463,2.8,5.5,0.504,3.1,7.2,0.432,3.8,4.4,0.847,0.6,2.9,3.5,2.3,1,0.2,1.8,1.9,18.6,58.5,3,12.3,4.10,24.9,-4.49,,,,,,,,
2009,1,9,TOR,DeMar DeRozan,19.327,G-F,us,University of Southern California,636,34.1,19.6,4.1,2.9,1,0.3,0.449,0.466,0.292,0.828,50.6,0.112,17.71,35,35,33.4,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1,0.167,2.7,4.2,0.646,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.1,13.9,53.1,1,4.1,4.10,,9.15,0.05,,,6.55,6.65,8.65,211.2,6.9
2017,1,13,DEN,Donovan Mitchell,20.293,G,us,University of Louisville,40,31.4,18.8,3.4,3.4,1.5,0.5,0.438,0.499,0.352,0.854,2,0.077,17.1,65,38,26,4.1,9.8,0.418,2.6,5.2,0.497,1.5,4.6,0.329,2,2.5,0.788,1.1,3,4.1,2.2,1.5,0.3,1.3,2.6,11.7,49.5,2,8.2,4.10,20,9.44,0.06,8.5,9.5,6.13,6.3,8.1,211.4,6.1
2017,1,3,BOS,Jayson Tatum,19.116,F,us,Duke University,44,31,13.9,5.5,1.3,1,0.8,0.499,0.517,0.459,0.822,5.1,0.181,16.7,29,27,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4,0.342,4.1,4.8,0.849,1.3,6,7.3,2.1,1.3,1.1,2.6,3,16.8,50.7,1,4.1,4.10,22,10.91,,,,,,,,
2008,1,15,PHO,Robin Lopez,20.091,C,us,Stanford University,671,23.2,9,5.5,0.8,0.3,1.2,0.526,0.527,0.154,0.761,40,0.123,16.4,67,61,24.3,3.5,6.9,0.511,3.5,6.9,0.511,0,0,0.5,1.9,3.1,0.612,2.6,3.1,5.6,0.8,0.3,2.3,1.6,2.5,9,51.2,2,8.2,4.10,,8,,,,,,,,
2010,1,27,NJN,Jordan Crawford,21.249,G,us,Xavier University,278,24.6,12.3,2.5,3.2,0.7,0.1,0.411,0.458,0.316,0.825,6.2,0.044,14.1,65,42,29.3,5.6,12.4,0.455,4,8,0.494,1.7,4.4,0.384,2.6,3.3,0.765,1,3.1,4.1,2.6,1.2,0.2,2.2,1.6,15.5,52.3,2,8.2,4.10,,6.01,0.05,8,9,6.3,6.45,8.5,198.4,6.7
2009,2,42,LAL,Patrick Beverley,20.353,G,us,University of Arkansas,302,28.6,9.4,4.1,3.4,1.3,0.4,0.413,0.457,0.376,0.767,20,0.111,12.7,70,67,34.1,4.1,9.7,0.42,2.1,4.6,0.463,2,5.2,0.382,2.8,3.9,0.73,1.2,4.4,5.5,2.8,1.5,0.4,2,2.3,13,52.1,2,8.2,4.10,,7.74,,,,,,,,
2010,1,26,OKC,Quincy Pondexter,22.111,G-F,us,University of Washington,298,17.5,5.1,2,0.8,0.4,0.2,0.419,0.469,0.357,0.738,8.9,0.082,9.7,136,102,27.3,4.8,9.5,0.503,4.4,8.3,0.528,0.4,1.2,0.327,3.1,4.1,0.768,2.4,3.2,5.6,1.7,0.8,0.3,1.9,2.5,13.1,52.4,4,16.4,4.10,,7.55,,,,,,,,
2012,2,31,CHA,Jeff Taylor,23.042,F,se,Vanderbilt University,132,19.4,6.1,2,0.8,0.5,0.2,0.409,0.458,0.319,0.665,1.3,0.024,8.9,134,133,29.3,5,10.3,0.483,4.1,7.9,0.52,0.9,2.4,0.358,3.4,4.9,0.693,2.1,3.5,5.6,1.9,1.1,0.4,2.3,2.3,14.2,52.4,4,16.4,4.10,17.3,6.64,0.04,8.25,9.75,6.6,6.725,8.55,212.8,6.6
2012,1,28,OKC,Perry Jones,20.283,F,us,Baylor University,143,11.7,3.4,1.8,0.4,0.3,0.2,0.42,0.466,0.293,0.66,1.7,0.048,8.5,63,62,32.2,5.5,10.5,0.522,5.3,9.8,0.539,0.2,0.7,0.279,2.6,3.8,0.678,2.7,4.7,7.4,1.2,0.7,0.7,2,2.3,13.7,53.1,2,8.2,4.10,20.5,6.41,0.05,9.25,9.5,6.1,6.1125,8.11,233.8,7.1
2017,2,42,UTA,Thomas Bryant,19.331,C,us,Indiana University,3,2,0.3,0.3,0,0,0,0,,0,0.5,0,-0.098,-0.7,69,69,25.3,4.4,7.5,0.592,4,6.4,0.63,0.4,1.1,0.373,3,4.1,0.718,2.1,4.1,6.2,1.2,0.6,1.2,2,2.9,12.2,61.9,2,8.2,4.10,23.9,7.53,0.09,9.5,10.25,6.95,6.1075,9.45,247.8,7.6
2016,2,40,NOP,Diamond Stone,19.138,C,us,University of Maryland,7,3.4,1.4,0.9,0,0,0.1,0.231,0.231,,1,-0.1,-0.211,-1.2,35,22,23.1,4.8,8.4,0.568,4.8,8.4,0.568,0,0,,2.9,3.8,0.761,2.2,3.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5,56.8,1,4.1,4.10,26.6,8.31,0.13,8.5,7.75,6.9,6.1025,9.05,254.4,7.2
2012,1,16,HOU,Royce White,21.085,F,us,Iowa State University,3,3,0,0,0,0,0,0,0,,,0,-0.121,-8.3,34,33,31.5,5.1,9.6,0.534,5,9.3,0.541,0.1,0.4,0.333,3,6,0.498,2.5,6.8,9.3,5,1.2,0.9,3.8,2.6,13.4,54,1,4.1,4.10,22.8,7.32,0.11,9.5,11.5,6.7,6.8,8.85,260.6,7
2012,2,37,TOR,Quincy Acy,21.271,F,us,Baylor University,295,15.7,4.9,3.6,0.6,0.4,0.4,0.458,0.508,0.356,0.76,8.2,0.085,11.6,139,66,25.1,3.6,6,0.602,3.6,6,0.604,0,0.1,0.429,2.5,3.6,0.708,2.2,3.8,6,0.6,0.7,1.3,1.5,2.6,9.8,60.4,4,16.3,4.08,18.9,7.2,0.07,9.5,11,6.65,6.775,8.105,223.8,7.2
2016,2,56,DEN,Daniel Hamilton,20.325,G-F,us,University of Connecticut,2,4.5,3.5,0.5,2,0.5,0,0.6,0.667,0.5,,0.1,0.0569,10.6,71,71,31.6,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.337,2,2.6,0.772,1,7.3,8.3,4.2,1,0.4,2.3,2.1,11.7,44.4,2,8.1,4.05,18.4,5.25,0.06,9,8.5,6.63,6.8,8.75,197,6.9
2009,2,38,POR,Jon Brockman,22.103,F,us,University of Washington,150,10.5,2.1,3.1,0.3,0.2,0.1,0.488,0.49,0,0.618,3.7,0.113,10.3,131,129,28.7,5.5,10.3,0.534,5.5,10.3,0.534,0,0,0,2.8,4.6,0.612,3.7,6.1,9.8,1,0.8,0.1,2.1,2.8,13.8,53.4,4,16.2,4.05,,7.16,,,,,,,,
2017,2,44,NYK,Damyean Dotson,23.053,G,us,University of Oregon,20,8.8,2.7,1.4,0.5,0.2,0.1,0.451,0.586,0.273,0.667,0.2,0.061,9.5,134,133,29.1,4.8,10.4,0.464,3,5.6,0.535,1.8,4.8,0.38,1.5,1.9,0.796,1.2,3.8,5,1.1,0.8,0.2,1.1,1.6,12.9,55.1,4,16.2,4.05,19.5,4.85,0.05,8.5,9.25,6.45,6.55,8.4,205.2,6.9
2009,1,8,NYK,Jordan Hill,21.339,C-F,us,University of Arizona,409,18.8,7.9,5.8,0.8,0.4,0.7,0.497,0.499,0.136,0.699,16.4,0.102,16.3,97,79,27,5.1,8.8,0.578,5.1,8.8,0.578,0,0,,2.3,3.6,0.636,2.8,5.1,7.9,0.8,0.5,1.4,2,2.7,12.5,57.8,3,12.1,4.03,,9.93,0.06,,,6.93,6.1025,9,232.4,7.1
2017,2,48,MIL,Sindarius Thornwell,22.225,G,us,University of South Carolina,40,13.7,3.4,1.6,0.8,0.6,0.4,0.426,0.462,0.351,0.667,0.4,0.035,7.6,132,132,31.8,4.5,11.5,0.392,3.2,7.5,0.42,1.4,4,0.339,4.3,5.6,0.771,1.6,3.6,5.2,3,1.5,0.6,2.5,2.4,14.7,45.1,4,16.1,4.03,19.2,7.8,0.08,8.75,8.75,6.35,6.475,8.7,211.6,6.1
2011,1,16,PHI,Nikola Vucevic,20.247,C,ch,University of Southern California,433,29.9,14.8,9.9,2.1,0.8,0.9,0.501,0.509,0.324,0.725,30.7,0.114,19.5,87,67,27.7,4.2,8.3,0.509,3.8,6.9,0.551,0.4,1.4,0.303,2.2,2.9,0.746,2.4,5.5,8,1.1,0.5,1.1,1.5,2.4,11.1,53.5,3,12,4.00,21.6,7.86,0.06,9.25,10.25,6.1,6.1175,9.45,259.8,7.4
2015,1,11,IND,Myles Turner,19.097,C-F,us,University of Texas at Austin,174,28,12.9,6.5,1.1,0.7,1.9,0.503,0.526,0.333,0.777,13.4,0.132,17.4,34,7,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.274,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,48.8,1,4,4.00,25.5,9.07,0.09,9.25,9.25,6.98,6.115,9.4,238.6,7.4
2017,1,9,DAL,Dennis Smith,19.214,G,us,North Carolina State University,36,28.2,14.3,3.9,4.5,0.9,0.3,0.395,0.429,0.329,0.693,-0.4,-0.019,12.7,32,32,34.8,6,13.1,0.455,4.3,8.3,0.509,1.7,4.8,0.359,4.5,6.3,0.715,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1,18.1,52,1,4,4.00,23.1,8.09,,,,,,,,
2016,1,19,DEN,Malik Beasley,19.214,G,us,Florida State University,60,9.5,3.5,1.3,0.6,0.3,0.1,0.414,0.496,0.301,0.697,0.4,0.032,9.7,34,33,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4,5.3,1.5,0.9,0.2,1.7,2.2,15.6,54.1,1,4,4.00,20.8,8.16,0.07,8.5,9,6.35,6.45,8.45,189.8,6.7
2016,1,18,DET,Henry Ellenson,19.166,F,us,Marquette University,36,7.4,3.2,2.1,0.4,0.1,0,0.372,0.413,0.328,0.455,-0.3,-0.05,8.3,33,33,33.5,5.9,13.2,0.446,5,10,0.495,0.9,3.2,0.288,4.3,5.8,0.749,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17,48,1,4,4.00,20.9,5.57,0.11,8.5,9.75,6.1,6.115,9,242,7.2
2008,2,38,CHA,Kyle Weaver,22.134,G,us,Washington State University,73,18.9,5,2.2,1.6,0.8,0.5,0.441,0.497,0.353,0.736,1.5,0.051,10.3,121,103,29.8,3.3,7.2,0.464,3,5.9,0.505,0.4,1.3,0.277,2.6,3.6,0.716,1.3,3.4,4.7,3.8,1.6,0.8,2.6,2,9.6,48.9,4,15.9,3.98,,6.88,,,,,,,,
2015,2,41,BRK,Pat Connaughton,22.175,G,us,University of Notre Dame,116,11.4,3.6,1.5,0.8,0.1,0.1,0.443,0.509,0.383,0.844,2.1,0.078,10.3,139,123,32.3,3.7,8.2,0.45,1.8,3.2,0.549,1.9,5,0.386,1.2,1.5,0.777,1,4.9,5.9,1.8,0.7,0.5,1,1.7,10.5,56.7,4,15.9,3.98,17.8,6.88,0.1,8.5,9.25,6.4,6.525,8,215,6.8
2017,2,59,SAS,Jaron Blossomgame,23.285,F,us,Clemson University,,,,,,,,,,,,,,0,128,125,30.7,4.9,10,0.488,4.1,7.7,0.541,0.8,2.4,0.316,3,4.1,0.724,1.9,4.6,6.5,1.1,0.6,0.7,1.5,1.6,13.5,52.5,4,15.9,3.98,21.6,7.5,,,,,,,,
2012,1,27,MIA,Arnett Moultrie,21.228,F,us,Mississippi State University,59,12.4,3.6,3.1,0.2,0.4,0.2,0.547,0.547,,0.667,1.7,0.113,14.1,100,97,30.2,4.4,8.6,0.511,4.1,7.7,0.539,0.3,1,0.289,2.3,3.4,0.676,3,5.4,8.4,1,1,0.9,2.1,2.4,11.4,52.7,3,11.9,3.97,14.1,3.34,0.08,9.25,9.25,6.95,6.1075,8.105,232.8,7.2
2012,2,55,DAL,Darius Johnson-Odom,22.279,G,us,Marquette University,7,3,0,0.9,0.3,0.1,0,0,0,0,0,-0.3,-0.597,-18.4,105,90,30.8,5.3,12,0.444,3.2,6.7,0.476,2.1,5.2,0.403,3,4.1,0.722,0.5,2.5,3.1,2.5,0.9,0.2,2.1,2.3,15.7,53.2,3,11.9,3.97,19,8.08,0.07,8.75,8.75,6.15,6.3,8,212,6.7
2008,1,10,NJN,Brook Lopez,20.091,C,us,Stanford University,596,31.6,18.2,6.9,1.5,0.6,1.7,0.503,0.515,0.327,0.792,50.9,0.13,20.74,53,43,28,6.1,12.7,0.48,6.1,12.3,0.491,0.1,0.4,0.143,3.7,4.9,0.764,2.3,4.8,7.1,1.1,0.5,1.9,2.1,2.6,16,48.2,2,7.9,3.95,,8,0.06,,,6.11,7.05,9.5,258,7.5
2012,2,33,CLE,Bernard James,27.148,C,us,Florida State University,92,8.3,2.2,2.3,0.1,0.2,0.7,0.497,0.507,0,0.68,1.9,0.117,13.8,69,57,24.6,4,6.3,0.627,4,6.3,0.627,0,0,,1.8,3.4,0.528,2.6,4.4,7,0.3,0.8,2.4,1.8,1.8,9.7,62.7,2,7.9,3.95,24.3,7.04,0.05,9,9.25,6.88,6.1,9.05,229.8,7.3
2012,2,36,SAC,Orlando Johnson,23.115,G,us,"University of California, Santa Barbara",103,10.8,3.2,1.7,0.7,0.2,0.1,0.358,0.398,0.311,0.727,1.4,0.059,8.5,124,122,31.3,6,13,0.457,4.2,8.4,0.493,1.8,4.6,0.391,4.1,5.7,0.72,1.8,3.8,5.6,2.6,0.9,0.5,2.6,2.2,17.8,52.6,4,15.8,3.95,20.7,-0.6,0.07,9,9.5,6.38,6.525,8.3,223.8,6.1
2009,2,51,SAS,Jack McClinton,,,,University of Miami,,,,,,,,,,,,,,0,125,106,31.9,5.4,12.7,0.427,2.8,6.5,0.428,2.7,6.2,0.426,3.4,3.8,0.881,0.6,2.7,3.2,2.6,0.8,0,2.5,2.1,16.9,53.1,4,15.8,3.95,,5.21,,,,,,,,
2012,2,49,ORL,Kyle OQuinn,22.1,F-C,us,Norfolk State University,364,14.8,5.7,4.7,1.3,0.4,1,0.513,0.53,0.207,0.74,13.8,0.123,17.7,129,98,27.5,4.7,8.6,0.553,4.3,7,0.62,0.4,1.6,0.261,2.6,3.8,0.685,2.6,5.9,8.5,0.9,0.5,2.2,2,2.9,12.5,57.7,4,15.7,3.93,22.3,-7.19,0.08,9.5,10,6.85,6.1,8.105,240.8,7.4
2013,1,6,NOH,Nerlens Noel,19.083,C-F,us,University of Kentucky,211,26.3,9.5,7.2,1.5,1.5,1.4,0.512,0.512,0.333,0.625,11.6,0.1,16.5,24,24,31.9,4.1,6.9,0.59,4.1,6.9,0.59,0,0,,2.3,4.3,0.529,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5,59,1,3.9,3.90,27.3,5.78,0.04,9.5,10,6.1,6.1175,9.2,206.4,7.3
2008,1,19,CLE,J.J. Hickson,19.3,F-C,us,North Carolina State University,534,22.3,9.5,6.8,0.8,0.5,0.6,0.505,0.508,0,0.617,21.9,0.088,16.1,31,26,28.7,5.3,8.9,0.591,5.3,8.9,0.593,0,0,0,4.3,6.3,0.677,2.6,5.9,8.5,1,0.7,1.5,2.7,1.9,14.8,59.1,1,3.9,3.90,,9.06,,,,,,,,
2014,1,23,UTA,Rodney Hood,21.254,G-F,us,Duke University,221,27.8,13,3.1,2,0.8,0.2,0.413,0.452,0.368,0.824,11.5,0.09,13.3,67,62,32.8,4.7,10.4,0.455,3,6,0.499,1.8,4.4,0.396,2,2.6,0.773,0.9,3.4,4.3,2.1,0.6,0.3,1.3,2,13.3,53.9,2,7.8,3.90,17.9,6.67,0.07,8.5,8.5,6.73,6.85,8.7,208.2,6.8
2008,1,28,MEM,Donte Greene,20.131,F,de,Syracuse University,253,16.8,6.1,2.4,0.7,0.4,0.5,0.406,0.467,0.304,0.701,1.5,0.017,10,35,35,35.8,6.2,14.9,0.418,3.7,7.4,0.492,2.6,7.5,0.345,2.7,3.8,0.707,1.7,5.5,7.2,2,1.3,1.6,2.6,2.9,17.7,50.5,1,3.9,3.90,,7.96,0.08,,,6.83,6.9,9,221,6.1
2008,2,54,HOU,Maarty Leunen,22.302,F,us,University of Oregon,,,,,,,,,,,,,,0,127,91,27.9,3.3,6.5,0.503,2.3,3.9,0.573,1,2.6,0.397,2.3,3,0.775,1.8,5.3,7.1,1.8,1,0.4,1.3,2,9.9,58.2,4,15.6,3.90,,6.87,0.09,,,6.73,6.85,8.65,222,6.8
2011,2,38,HOU,Chandler Parsons,22.246,F,us,University of Florida,400,31.4,13.3,4.7,2.8,1,0.4,0.467,0.526,0.375,0.707,29.1,0.111,15,142,81,27.9,3.7,7.8,0.477,2.6,4.6,0.575,1.1,3.2,0.337,1.7,2.8,0.611,1.9,4.1,6,2.4,0.9,0.3,1.6,2,10.2,54.6,4,15.5,3.88,11.8,5.9,0.07,8.25,10,6.88,6.975,8.85,221.2,6.9
2012,1,17,DAL,Tyler Zeller,22.168,F-C,us,University of North Carolina,374,17.8,7.1,4.4,0.9,0.3,0.6,0.504,0.507,0.296,0.762,15.3,0.11,14.8,117,75,23,4.7,8.6,0.543,4.7,8.6,0.544,0,0,0,3.5,4.5,0.775,2.7,4,6.7,0.6,0.7,1.1,1.4,2.3,12.8,54.3,4,15.5,3.88,26.1,8.85,0.06,9,9.75,6.11,7.05,8.85,247.4,7
2014,1,28,LAC,C.J. Wilcox,23.184,G,us,University of Washington,66,5.7,2,0.5,0.5,0.2,0.1,0.37,0.397,0.333,0.813,0.1,0.007,8.8,131,83,28.5,4.9,11.3,0.433,2.6,5.4,0.481,2.3,5.9,0.389,2.3,2.7,0.84,0.8,2.5,3.4,1.6,0.9,0.7,1.4,1.9,14.4,53.5,4,15.5,3.88,21.1,6.67,0.07,8.75,9,6.35,6.5,8.45,201,6.9
2013,2,48,LAL,Ryan Kelly,22.085,F,us,Duke University,163,19.2,6,3.1,1.3,0.5,0.5,0.378,0.416,0.316,0.797,3,0.046,10.5,126,69,19.3,2.5,5.4,0.46,1.7,3.3,0.513,0.8,2.1,0.379,1.7,2.2,0.805,1.1,2.6,3.7,0.9,0.6,1.1,0.8,1.9,7.5,53.5,3,11.6,3.87,20.8,8.87,0.15,9,10,6.98,6.1175,9.2,228,6.1
2008,1,30,BOS,J.R. Giddens,23.139,G,us,University of New Mexico,38,6.5,1.9,1.4,0.3,0.3,0.1,0.476,0.566,0,0.565,0.1,0.027,9.7,122,105,29,5.1,10.9,0.464,3.4,6.2,0.551,1.7,4.8,0.35,1.5,2.5,0.602,1,4.7,5.7,1.9,1,0.8,1.9,1.9,13.3,54,4,15.4,3.85,,6.22,0.05,,,6.4,6.475,8.7,208,6.1
2016,2,51,BOS,Ben Bentil,21.092,F,gh,Providence College,3,3.3,0,0.7,0,0,0,0,0,0,,-0.1,-0.473,-17.6,69,56,27.9,4.7,10.2,0.455,3.8,7.5,0.503,0.9,2.7,0.324,3.6,4.8,0.761,2.5,3.8,6.3,0.9,0.6,0.7,1.6,2.7,13.8,49.9,2,7.7,3.85,20.5,8.98,0.1,9.5,10,6.73,6.825,8.9,229.2,7.1
2009,1,11,NJN,Terrence Williams,22.003,F,us,University of Louisville,153,19.1,7.1,3.6,2.4,0.5,0.1,0.412,0.432,0.317,0.659,-0.2,-0.004,11.5,140,127,32.2,4.1,10.3,0.4,2.7,6,0.457,1.4,4.4,0.32,1.5,2.6,0.589,1.5,5.5,6.9,3.9,1.5,0.6,2.4,1.9,11.2,46.7,4,15.3,3.83,,7.65,0.05,,,6.5,6.625,8.75,213.2,6.9
2017,2,38,CHI,Jordan Bell,22.172,F,us,University of Oregon,36,14.8,5.2,4.1,1.9,0.7,1.1,0.664,0.68,0,0.643,2.2,0.2,19.5,105,62,24.7,3.3,5.4,0.61,3.3,5.2,0.622,0,0.2,0.188,1.2,1.8,0.63,2.1,4.7,6.8,1.5,1.1,2.2,1.5,2.3,7.8,61.2,3,11.4,3.80,22.5,8.23,0.05,9.25,9.5,6.7,6.85,8.85,223.6,6.1
2009,2,55,POR,Patrick Mills,20.323,G,au,Saint Marys College of California,485,17.6,8,1.6,2.2,0.6,0.1,0.434,0.477,0.393,0.844,22.2,0.125,15,58,56,32.7,5.6,13.4,0.415,3.4,6.8,0.499,2.2,6.7,0.331,3,3.7,0.806,0.4,1.8,2.2,3.7,2,0.2,2.9,1.6,16.4,49.7,2,7.6,3.80,,0.92,0.07,,,5.11,6.05,7.11,175.4,6.2
2016,2,38,MIL,Patrick McCaw,20.247,G,us,"University of Nevada, Las Vegas",111,15.6,4,1.4,1.2,0.6,0.2,0.439,0.547,0.311,0.758,2.7,0.075,8.8,65,48,31.7,4.2,9.6,0.439,2.3,4.3,0.527,1.9,5.2,0.367,1.9,2.5,0.753,0.9,3.3,4.2,3.3,2,0.4,1.9,1.9,12.2,53.9,2,7.6,3.80,18.7,3.28,0.05,8.75,8.75,6.53,6.675,8.45,180.8,6.1
2017,1,1,PHI,Markelle Fultz,19.029,G,us,University of Washington,4,19,6,2.3,1.8,0.5,0.3,0.333,0.333,,0.5,-0.1,-0.088,3.7,25,25,35.7,8.4,17.6,0.476,6.3,12.5,0.502,2.1,5,0.413,4.4,6.7,0.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,53.5,1,3.8,3.80,27.9,6.82,,,,,,,,
2015,2,56,NOP,Branden Dawson,22.149,F,us,Michigan State University,6,4.8,0.8,0.7,0,0,0.2,0.4,0.4,,1,0,0.069,7.1,130,122,26.6,4.4,7.8,0.559,4.4,7.7,0.564,0,0.1,0,1.4,2.4,0.558,2.5,4.4,6.9,1.4,1.3,1.1,1.7,1.6,10.1,55.9,4,15.1,3.78,22.9,9.93,0.06,9,8.75,6.55,6.675,8.9,230.2,6.1
2012,2,41,POR,Tyshawn Taylor,22.083,G,us,University of Kansas,61,8,2.9,0.5,0.9,0.4,0,0.354,0.353,0.36,0.684,-0.9,-0.088,5.8,146,126,27.7,3.8,7.9,0.477,3,5.7,0.518,0.8,2.2,0.37,2.5,3.5,0.708,0.3,1.9,2.2,3.9,1.2,0.2,2.6,2.1,10.8,52.9,4,15.1,3.78,13.2,8.42,0.04,8.75,8.75,6.28,6.4,8.15,177,6.6
2009,2,50,UTA,Goran Suton,,,,Michigan State University,,,,,,,,,,,,,,0,134,91,24,3.3,6.2,0.521,3.1,5.8,0.536,0.2,0.5,0.348,1.4,1.8,0.753,2.3,4.3,6.6,1.6,0.8,0.7,1.8,2.4,8.1,53.5,4,15.1,3.78,,8.19,,,,,,,,
2009,2,54,CHA,Robert Vaden,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,0,127,127,35.1,5.3,13.2,0.405,2.3,5.3,0.44,3,7.8,0.382,2.2,2.7,0.808,0.9,3.7,4.6,2.6,1.2,0.3,2.7,2.3,15.8,51.9,4,15.1,3.78,,5.78,,,,,,,,
2015,2,33,BOS,Jordan Mickey,20.356,F,us,Louisiana State University,57,7.5,2.4,2.1,0.3,0.1,0.4,0.447,0.486,0.083,0.6,0.5,0.05,11.1,65,65,33.8,5.6,10.8,0.518,5.6,10.6,0.527,0,0.2,0.071,2.9,4.3,0.669,2.7,6.1,8.8,1.2,0.8,3.4,2.8,2.4,14,51.9,2,7.5,3.75,20.8,6.12,0.07,8.75,9.5,6.7,6.825,8.1,238,7.3
2015,1,25,MEM,Jarell Martin,21.037,F,us,Louisiana State University,108,15,4.8,3.5,0.4,0.4,0.4,0.424,0.443,0.308,0.776,2.1,0.062,10.5,65,57,30.7,5,10.1,0.494,4.3,8,0.541,0.6,2,0.308,3.1,4.5,0.689,2.4,4.6,6.9,1.4,1,0.7,2.2,2.6,13.7,52.5,2,7.5,3.75,19.3,6.12,0.1,8.25,9.5,6.8,6.925,8.105,238.6,6.9
2013,1,23,IND,Solomon Hill,22.107,F,us,University of Arizona,249,23.5,6.4,3.3,1.6,0.7,0.3,0.4,0.447,0.336,0.822,8.7,0.072,9.5,139,129,29,3.5,7.3,0.481,2.7,5.1,0.528,0.8,2.2,0.375,2.5,3.3,0.745,1.8,3.8,5.6,2.2,0.9,0.4,2.1,2.4,10.3,53.8,4,15,3.75,17.9,7.05,0.08,9,10.5,6.55,6.7,8.7,226,6.9
2009,1,27,MEM,DeMarre Carroll,22.339,F,us,University of Missouri,452,23.5,8.4,4,1.2,1,0.3,0.437,0.492,0.357,0.732,24.1,0.109,13.5,134,89,24.5,4.5,8.4,0.535,4.3,7.6,0.559,0.2,0.7,0.281,2.1,3.5,0.603,2.4,3.6,6,1.6,1.1,0.4,1.3,2.3,11.2,54.7,4,14.9,3.73,,7.11,0.06,,,6.63,6.775,8.9,207.2,6.1
2013,1,14,UTA,Shabazz Muhammad,20.231,F-G,us,"University of California, Los Angeles",261,17.7,9.1,2.8,0.6,0.3,0.1,0.47,0.508,0.317,0.749,7.8,0.081,15.5,32,30,30.8,6.3,14.3,0.443,5.1,10.9,0.463,1.3,3.3,0.377,4,5.6,0.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9,48.7,1,3.7,3.70,21.9,7.82,0.09,9,10,6.48,6.625,8.85,221.8,6.1
