Year,Rd,Pk,Tm,Player,Age,Pos,Born,College,G/NBA,MP/NBA,PPG/NBA,RPG/NBA,APG/NBA,SPG/NBA,BPG/NBA,FG%/NBA,2P%/NBA,3P%/NBA,FT%/NBA,NBA WS,NBA WS/48,NBA PER,G/C,GS/C,MPG/C,FGM/C,FGA/C,FG%/C,2PM/C,2PA/C,2P%/C,3PM/C,3PA/C,3P%/C,FTM/C,FTA/C,FT%/C,ORPG/C,DRPG/C,RPG/C,APG/C,SPG/C,BPG/C,TOPG/C,FPG/C,PPG/C,EFG%/C,YRS/C,WS/C,WSPY/C,PER/C,SOS,BF%,Hand Length (Inches),Hand Width (Inches),Height (No Shoes),Height (Shoes),Standing Reach,Weight (lbs),Wingspan
2016,2,31,BOS,Deyonta Davis,19.208,F-C,us,Michigan State University,64,8.6,2.7,2.3,0.2,0.1,0.5,0.578,0.578,,0.641,1.5,0.129,14.9,35,16,18.6,3.4,5.7,0.598,3.4,5.7,0.598,0,0,,0.7,1.1,0.605,2.1,3.4,5.5,0.7,0.3,1.8,0.9,2.3,7.5,59.8,1,3.3,3.30,23,6.94,0.1,9,9.25,6.93,6.105,9.05,237.2,7.2
2009,1,24,DAL,Byron Mullens,20.136,C,us,Ohio State University,189,18.2,7.4,4.2,0.8,0.4,0.5,0.408,0.438,0.319,0.706,0.6,0.008,12.2,33,2,20.3,3.6,5.7,0.638,3.6,5.7,0.642,0,0,0,1.6,2.8,0.559,1.7,3,4.7,0.3,0.5,1.1,1.5,2.1,8.8,63.8,1,3.3,3.30,,8.23,0.09,,,6.12,7.125,9.3,258.2,7.1
2014,2,39,PHI,Jerami Grant,20.111,F,us,Syracuse University,264,22.1,7.2,3.5,1.1,0.6,1.2,0.427,0.486,0.299,0.634,7.9,0.065,11.2,72,29,21.9,2.6,5.3,0.486,2.5,5.1,0.496,0.1,0.3,0.3,2.2,3.5,0.641,1.7,2.9,4.7,0.9,0.6,0.5,0.9,1.8,7.5,49.4,2,6.6,3.30,19.2,7.91,0.04,9.25,9.25,6.65,6.775,8.11,214,7.2
2010,1,22,POR,Elliot Williams,21.009,G,us,University of Memphis,109,13.5,4.9,1.5,0.9,0.4,0.1,0.421,0.489,0.31,0.669,0.7,0.024,9.5,68,46,24.9,3.4,7.6,0.454,2.4,4.6,0.524,1,2.9,0.345,3.2,4.4,0.719,0.8,2.3,3.1,2.2,1,0.1,1.9,1.9,11.1,52.1,2,6.6,3.30,,6.36,,,,,,,,
2014,1,15,ATL,Adreian Payne,23.133,F-C,us,Michigan State University,107,13.1,4,2.9,0.6,0.4,0.3,0.406,0.43,0.254,0.68,-0.6,-0.019,8,138,94,20,3.2,6.2,0.526,2.8,5.1,0.551,0.4,1.1,0.409,2,2.7,0.755,1.5,3.8,5.3,0.6,0.6,1,1.4,2.2,8.9,56.2,4,13.2,3.30,22.9,10.35,0.08,9.25,9.5,6.9,6.975,9.1,238.5,7.4
2016,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse University,44,10.9,3.6,1.2,0.5,0.3,0,0.367,0.41,0.313,0.795,0,0.003,7.6,37,37,34.4,4.1,11.1,0.369,2,5.1,0.388,2.1,6.1,0.353,3.1,4.2,0.72,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4,46.5,1,3.3,3.30,13.8,9.75,0.07,8.75,10,6.48,6.625,8.55,199.6,7
2017,2,31,CHO,Frank Jackson,19.054,G,us,Duke University,,,,,,,,,,,,,,0,36,16,24.9,3.7,7.8,0.473,2.3,4.2,0.539,1.4,3.6,0.395,2.1,2.8,0.755,0.6,1.9,2.5,1.7,0.6,0.1,1.4,2.4,10.9,56.4,1,3.3,3.30,17.1,10.91,0.07,8.25,9,6.2,6.35,8.2,201.6,6.7
2010,2,60,PHO,Dwayne Collins,22.077,F,us,University of Miami,,,,,,,,,,,,,,0,126,99,23.6,3.7,6.5,0.565,3.7,6.5,0.565,0,0,,2.5,4.5,0.563,3,4,7,0.9,0.7,0.7,1.8,2.1,9.9,56.5,4,13.2,3.30,,7.58,,,,,,,,
2014,2,45,CHH,Dwight Powell,22.347,F-C,ca,Stanford University,218,15.4,6,3.8,0.6,0.6,0.4,0.522,0.57,0.26,0.743,11.4,0.162,17.2,136,105,26.2,3.8,8.2,0.464,3.5,7.3,0.484,0.2,0.8,0.289,3,4.1,0.722,1.7,4.6,6.3,1.8,0.9,0.9,2.1,2.9,10.8,47.9,4,13,3.25,19.4,6.38,0.06,9,9.25,6.95,6.11,8.9,234.4,7
2013,2,39,POR,Jeff Withey,23.118,C,us,University of Kansas,207,10,3.2,2.5,0.3,0.3,0.8,0.525,0.537,0.143,0.716,6.8,0.157,16.9,117,76,19.8,2.8,4.9,0.568,2.8,4.9,0.567,0,0,1,2.4,3.3,0.726,1.6,3.8,5.4,0.6,0.5,2.7,1.2,1.8,8,56.9,4,13,3.25,26,8.34,0.09,9,9.75,6.11,7.05,9.25,221.8,7.2
2014,2,49,CHI,Cameron Bairstow,23.207,F-C,au,University of New Mexico,36,4.6,1.2,1,0.2,0.1,0.1,0.296,0.306,0.2,0.846,-0.1,-0.021,5,134,55,20.8,3.1,6,0.517,3.1,6,0.519,0,0,0.333,3,4.2,0.717,1.7,3,4.8,0.8,0.5,0.7,1.2,2.1,9.2,51.9,4,13,3.25,21.5,4.93,0.09,8.75,9,6.88,6.975,8.11,252.4,7
2010,2,36,DET,Terrico White,,,,University of Mississippi,,,,,,,,,,,,,,0,66,55,30.8,5.3,12.3,0.429,3.4,7,0.491,1.9,5.4,0.347,2,3,0.68,1.2,2.8,4,1.9,0.8,0.2,1.5,1.8,14.5,50.4,2,6.5,3.25,,5.59,0.04,9,10.5,6.38,6.5,8.5,202.6,6.9
2011,1,17,NYK,Iman Shumpert,21.002,G,us,Georgia Institute of Technology,383,25.4,7.3,3.4,1.9,1.2,0.2,0.396,0.441,0.339,0.763,11.5,0.057,10,92,91,31.3,4.2,10.6,0.396,3,6.7,0.45,1.2,4,0.305,3.1,4.1,0.738,1.1,3.4,4.5,4.2,2.3,0.2,3,2.7,12.7,45.3,3,9.7,3.23,13.1,7.34,0.07,9,9,6.43,6.55,8.35,221.8,6.9
2012,1,24,CLE,Jared Cunningham,21.043,G,us,Oregon State University,84,7.2,2.3,0.7,0.5,0.3,0,0.347,0.369,0.306,0.674,0.2,0.017,6.8,98,83,27.9,3.9,8.5,0.455,3,6,0.501,0.9,2.5,0.344,4.4,5.8,0.754,0.9,2.1,3,2,2.2,0.2,2.6,2.5,13,50.5,3,9.7,3.23,20.1,4.73,0.04,8.25,9,6.35,6.5,8.2,187.6,6.6
2013,2,56,DET,Peyton Siva,22.252,G,us,University of Louisville,24,9.3,2.3,0.6,1.4,0.4,0,0.316,0.344,0.28,0.733,-0.2,-0.032,5.7,144,113,26.2,2.9,6.9,0.417,2.2,4.5,0.482,0.7,2.4,0.291,2,2.8,0.737,0.3,2.1,2.4,4.7,1.8,0.1,2.7,2.6,8.4,46.7,4,12.9,3.23,15.9,8.58,0.06,8,9.75,5.12,6.1,7.9,180.6,6.3
2012,1,25,MEM,Tony Wroten,19.081,G,us,University of Washington,145,21.2,11.1,2.5,3,0.9,0.2,0.413,0.477,0.231,0.647,-1.3,-0.021,12.6,35,27,30.3,5.7,12.8,0.443,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,2.3,2.7,5,3.7,1.9,0.4,3.8,2.7,16,45.3,1,3.2,3.20,20.4,5.27,0.05,8,9,6.48,6.6,8.5,203.2,6.9
2012,1,15,PHI,Maurice Harkless,19.053,F-G,us,St. Johns University,392,23,7.3,3.6,0.9,1,0.7,0.47,0.535,0.317,0.602,13.8,0.073,12.1,32,32,36.1,6,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,47.2,1,3.2,3.20,21.1,6.98,0.05,9.25,10.25,6.73,6.875,8.65,206.6,7
2010,1,19,BOS,Avery Bradley,19.215,G,us,University of Texas at Austin,447,28.4,12.4,3,1.7,1.1,0.2,0.44,0.472,0.37,0.774,14.9,0.056,11.9,34,32,29.5,4.7,10.8,0.432,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,1,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,48.9,1,3.2,3.20,,7.38,0.04,8.25,9.5,6.2,6.325,8.25,180.4,6.7
2011,2,47,LAC,Travis Leslie,21.091,G,us,University of Georgia,10,4.5,1.4,0.9,0.5,0.2,0.2,0.357,0.357,,0.444,0.1,0.06,14.6,90,68,26.1,4.6,9.6,0.482,4.4,9,0.492,0.2,0.6,0.333,2.7,3.7,0.743,2.7,3.4,6.1,2.1,1.1,0.7,2,1.8,12.2,49.2,3,9.6,3.20,21.1,6.56,0.08,8.75,9.25,6.3,6.425,8.7,205,6.1
2013,2,52,MIN,Lorenzo Brown,22.311,G,us,North Carolina State University,74,12.4,2.9,1.6,2.1,0.6,0.1,0.367,0.458,0.139,0.667,-0.1,-0.007,9.6,101,95,32.6,4.1,9.5,0.429,3.4,7.4,0.464,0.6,2.1,0.305,2.8,3.8,0.741,0.7,3.5,4.2,5.8,1.7,0.5,3,1.9,11.6,46.3,3,9.6,3.20,18.6,6.92,0.04,8.25,8.5,6.4,6.525,8.4,189.2,6.7
2014,2,60,SAS,Cory Jefferson,23.188,F,us,Baylor University,58,10,3.5,2.8,0.3,0.2,0.4,0.444,0.474,0.125,0.583,0.9,0.071,13.2,130,76,19.9,3.3,6.1,0.543,3.2,5.7,0.556,0.1,0.4,0.34,2.2,3.3,0.66,1.9,3.7,5.6,0.4,0.3,1.3,0.8,1.7,8.9,55.4,4,12.7,3.18,24.4,8.32,0.05,8.75,9.75,6.78,6.9,8.9,218.4,7
2008,1,8,MIL,Joe Alexander,21.188,F,tw,West Virginia University,67,11.1,4.2,1.8,0.7,0.2,0.4,0.41,0.426,0.34,0.698,0.5,0.03,9.9,82,70,25.3,4.5,10,0.447,3.9,7.9,0.488,0.6,2.1,0.295,2.5,3.3,0.765,1.5,3.3,4.8,2,0.6,1.2,1.8,2.2,12.1,47.8,3,9.5,3.17,,7.04,0.06,,,6.73,6.825,8.1,220,6.1
2010,2,54,LAC,Willie Warren,20.25,G,us,University of Oklahoma,19,7.1,1.9,0.6,1.4,0.3,0,0.371,0.4,0.333,0.75,0.2,0.065,10.8,57,53,31.7,4.9,10.6,0.459,3.2,5.8,0.55,1.7,4.9,0.35,3.8,4.8,0.788,0.6,2.1,2.6,3.5,1.1,0.1,2.8,2.3,15.2,53.9,2,6.3,3.15,,7.33,0.08,8.5,9.5,6.25,6.375,8.35,208.4,6.6
2014,1,26,MIA,P.J. Hairston,21.189,G-F,us,University of North Carolina,111,18,6,2.4,0.5,0.5,0.2,0.343,0.414,0.295,0.81,0.9,0.021,7.6,71,14,18.1,3.1,8,0.388,1.3,2.9,0.458,1.8,5.1,0.349,2,2.5,0.8,1.3,1.9,3.2,1,0.8,0.3,0.9,1.7,10,50,2,6.3,3.15,22.2,7.54,0.08,8.75,9.75,6.43,6.525,8.5,228.8,6.9
2017,2,32,PHO,Davon Reed,22.017,G,us,University of Miami,1,5,0,1,0,0,0,0,0,0,,0,-0.392,-16.9,131,99,28.1,3.3,7.8,0.43,1.8,3.9,0.466,1.5,3.9,0.395,2,2.6,0.779,0.7,3,3.6,1.6,0.9,0.4,1.4,1.9,10.3,52.9,4,12.5,3.13,16.7,8.24,0.07,9.25,9.5,6.45,6.55,8.6,206.2,7
2008,1,4,SEA,Russell Westbrook,19.231,G,us,"University of California, Los Angeles",711,34.2,22.8,6.4,8,1.7,0.3,0.433,0.461,0.313,0.816,85.6,0.169,23.9,75,35,21.9,3.1,6.6,0.464,2.6,5.3,0.491,0.5,1.3,0.354,1.7,2.4,0.685,0.9,1.5,2.4,2.5,1,0.1,1.6,1.7,8.3,49.9,2,6.2,3.10,,8.77,0.05,,,6.23,6.35,8.4,192,6.7
2012,2,43,ATL,Mike Scott,23.353,F,us,University of Virginia,320,15.8,7.3,3,0.9,0.3,0.1,0.476,0.545,0.347,0.776,11.1,0.105,14.7,130,106,26.6,4.5,8.6,0.521,4.4,8.3,0.528,0.1,0.3,0.364,2.7,3.5,0.775,2.6,4.7,7.3,1,0.7,0.4,1.6,2,11.8,52.9,5,15.5,3.10,16.2,6.34,0.11,8.5,9,6.73,6.875,8.8,240.8,6.1
2016,2,37,HOU,Chinanu Onuaku,19.239,F-C,us,University of Louisville,5,10.4,2.8,2,0.6,0.6,0.2,0.714,0.714,,1,0.1,0.123,12.3,66,55,21,2.8,4.5,0.619,2.8,4.4,0.621,0,0,0,0.7,1.3,0.547,2.4,4,6.4,1.1,0.8,1.6,1.7,2.7,6.2,61.9,2,6.2,3.10,21,8.36,0.09,9,8,6.9,6.1,9.05,245.2,7.2
2016,1,8,SAC,Marquese Chriss,18.361,F,us,University of Washington,124,21.2,8.5,4.5,0.9,0.8,0.9,0.441,0.516,0.315,0.623,2.6,0.047,11.9,34,34,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,2.5,2.9,5.4,0.8,0.9,1.6,2,4.1,13.7,56.1,1,3.1,3.10,21.7,8.12,0.09,9,9,6.88,6.1,8.9,233,7
2013,1,29,OKC,Archie Goodwin,18.319,G,us,University of Kentucky,165,14.5,6.3,2,1.2,0.4,0.2,0.429,0.484,0.236,0.7,1.1,0.022,11.6,33,33,31.8,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.266,4.1,6.4,0.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,46.4,1,3.1,3.10,16.9,5.78,0.05,8.5,9,6.38,6.525,8.6,189,6.9
2010,2,34,POR,Armon Johnson,21.126,G,us,"University of Nevada, Reno",47,8.5,3.3,1,1.2,0.2,0,0.458,0.465,0.4,0.679,-0.1,-0.015,10.4,101,99,32.7,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.289,2.8,3.7,0.75,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,49.7,3,9.3,3.10,,1.28,0.06,8.25,9.25,6.2,6.325,8.35,195.2,6.8
2017,1,28,LAL,Tony Bradley,19.17,F-C,us,University of North Carolina,8,3.5,1,1.4,0.1,0,0,0.273,0.3,0,1,0,0.009,10.1,38,0,14.6,2.7,4.7,0.573,2.7,4.7,0.573,0,0,,1.7,2.8,0.619,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1,57.3,1,3.1,3.10,26.1,11.76,0.12,9.5,9.5,6.93,6.1075,9.45,248.8,7.5
2014,2,48,MIL,Lamar Patterson,22.324,G-F,us,University of Pittsburgh,40,10.9,2.3,1.4,1.1,0.3,0.1,0.326,0.45,0.236,0.72,0.1,0.006,4.4,149,106,24.3,3.2,7.4,0.435,2.1,4.3,0.483,1.1,3.1,0.369,1.9,2.6,0.723,1.2,2.8,3.9,2.9,1,0.3,1.6,1.9,9.5,51.3,5,15.5,3.10,20.4,6.86,0.11,9,9.25,6.4,6.525,8.5,226,6.1
2013,1,5,PHO,Alex Len,20.016,C,ua,University of Maryland,305,19.9,7.1,6.5,0.7,0.4,1,0.476,0.48,0.227,0.718,10.5,0.083,14,60,48,24.5,3.8,7,0.538,3.7,6.8,0.548,0,0.2,0.111,2.2,3.3,0.663,2.4,4.5,7,0.8,0.2,2.1,1.6,2.6,9.7,53.9,2,6.1,3.05,22.1,5.32,,,,,,,,
2013,2,49,CHI,Erik Murphy,22.25,F,fr,University of Florida,24,2.6,0.3,0.3,0.1,0,0.2,0.231,0.3,0,,-0.1,-0.055,0.2,136,67,18.3,2.9,5.7,0.514,1.9,3.3,0.572,1.1,2.4,0.435,0.8,1.1,0.757,1.2,2.6,3.7,0.7,0.4,0.6,1,2.2,7.7,60.6,4,12.1,3.03,21.3,7.22,0.08,8.75,9.75,6.88,6.95,9,239.8,6.1
2015,2,40,MIA,Josh Richardson,21.288,G,us,University of Tennessee,147,28.2,9.6,2.8,2.2,1,0.7,0.431,0.478,0.369,0.764,7,0.082,11.5,136,110,28.3,3.4,7.4,0.456,2.6,5.1,0.516,0.7,2.3,0.318,1.8,2.3,0.758,0.9,2.4,3.2,1.8,1.1,0.6,1.5,2.2,9.2,50.4,4,12,3.00,16.2,7.15,,,,,,,,
2014,2,58,SAS,Jordan McRae,23.096,G,us,University of Tennessee,59,9.8,4.4,1,0.7,0.2,0.1,0.404,0.413,0.384,0.774,0.5,0.043,11.2,114,74,27.1,4.4,10.4,0.417,2.8,5.9,0.475,1.6,4.6,0.343,3.1,4,0.769,0.7,2.6,3.3,1.8,0.6,0.9,2,1.9,13.3,49.2,4,12,3.00,20,7.3,0.05,8.75,8.5,6.38,6.525,8.8,179.4,7
2008,2,46,SEA,Trent Plaisted,,,,Brigham Young University Hawaii,,,,,,,,,,,,,,0,103,97,27.2,5,9.3,0.535,5,9.3,0.535,0,0,,3.4,6.1,0.547,2.2,4.4,6.7,1.2,0.4,1,2.1,2.9,13.3,53.5,4,12,3.00,,3.79,0.11,,,6.93,6.1025,8.95,240,6.1
2008,2,52,MIA,Darnell Jackson,22.237,F,us,University of Kansas,138,7.5,2.2,1.5,0.2,0.2,0.1,0.449,0.463,0.235,0.644,1.3,0.059,8.7,125,39,16.6,2.5,4.3,0.58,2.5,4.2,0.583,0,0,0.333,1.8,2.6,0.685,1.7,3.2,4.9,0.5,0.5,0.4,1,1.8,6.8,58.2,4,11.9,2.98,,8.38,,,,,,,,
2013,1,20,CHI,Tony Snell,21.235,G-F,us,University of New Mexico,330,22.3,6.3,2.5,1,0.5,0.2,0.422,0.48,0.377,0.804,9.4,0.061,8.9,104,76,24.8,3,7.1,0.421,1.4,2.9,0.48,1.6,4.2,0.38,1.6,1.9,0.821,0.4,2,2.4,2,0.5,0.3,1.5,1.2,9.2,53.3,3,8.9,2.97,15.6,4.95,0.05,9,9.5,6.6,6.725,8.95,198.2,6.1
2008,2,56,SEA,Sasha Kaun,23.055,C,ru,University of Kansas,25,3.8,0.9,1,0.1,0.2,0.2,0.529,0.529,,0.455,0.2,0.096,12.5,135,65,16.5,2.5,4.3,0.568,2.5,4.3,0.568,0,0,,1.2,2.4,0.512,1.5,2.3,3.9,0.3,0.4,1.1,0.8,2.3,6.1,56.8,4,11.8,2.95,,8.38,0.1,,,6.9,6.1075,9.2,247,7.4
2010,2,39,NYK,Landry Fields,22.002,F,us,Stanford University,255,23.6,6.8,4.3,1.6,0.8,0.2,0.473,0.52,0.332,0.666,10.5,0.084,12.1,129,65,23.6,3.9,8.4,0.463,3.1,6,0.51,0.8,2.3,0.342,2.3,3.3,0.676,1.6,3.5,5,1.6,0.9,0.4,1.5,1.6,10.8,51.1,4,11.8,2.95,,7.35,,,,,,,,
2010,2,59,ORL,Stanley Robinson,,,,University of Connecticut,,,,,,,,,,,,,,0,126,103,26.2,3.9,8,0.485,3.3,6.3,0.52,0.6,1.7,0.351,1.4,2.2,0.646,2.1,4.1,6.2,1,0.6,1,1.7,1.6,9.8,52.1,4,11.8,2.95,,7.64,0.08,9,9,6.65,6.775,8.115,213.2,7
2012,2,39,DET,Khris Middleton,20.326,F-G,us,Texas A&M University,338,31.4,14.5,4,2.9,1.3,0.2,0.45,0.478,0.392,0.876,21,0.095,15.1,87,72,26,3.9,9.1,0.431,2.9,5.8,0.494,1.1,3.3,0.321,2.4,3.1,0.768,1.5,3,4.6,2,1,0.2,2,2.1,11.3,48.9,3,8.8,2.93,19.6,7.42,0.08,9,9,6.68,6.825,8.7,216.2,6.1
2012,2,44,DET,Kim English,23.283,G,us,University of Missouri,41,9.9,2.9,0.9,0.6,0.4,0.1,0.375,0.452,0.28,0.724,0.2,0.021,7.9,141,106,24.2,3.7,8.7,0.42,2,4.4,0.444,1.7,4.3,0.394,2.1,2.9,0.727,0.7,2.4,3,1.4,1.1,0.2,1.7,1.8,11.1,51.7,4,11.7,2.93,15.2,6.32,0.04,8.5,8.75,6.45,6.575,8.2,192,6.6
2012,1,9,DET,Andre Drummond,18.327,C,us,University of Connecticut,424,30,13.4,13,1,1.3,1.5,0.547,0.549,0.227,0.405,41.5,0.157,21.7,34,30,28.4,4.6,8.6,0.538,4.6,8.5,0.541,0,0.1,0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10,53.8,1,2.9,2.90,21.9,8.07,0.08,9.5,9.5,6.98,6.1175,9.15,278.6,7.6
2015,2,48,OKC,Dakari Johnson,19.281,C,us,University of Kentucky,19,6.5,2.4,1.2,0.4,0.3,0.3,0.559,0.559,,0.571,0.4,0.171,16.7,78,18,15.2,2.1,3.8,0.537,2.1,3.8,0.537,0,0,,1.6,2.9,0.559,1.9,2.4,4.3,0.5,0.3,0.8,0.9,1.9,5.8,53.7,2,5.8,2.90,21.2,9.28,0.15,9.25,10.5,6.11,6.1175,9.4,264.6,7.2
2014,1,29,OKC,Josh Huestis,22.195,F,us,Stanford University,44,14.3,2.8,2.2,0.4,0.3,0.7,0.385,0.457,0.342,0.188,0.6,0.048,7.2,135,75,25,2.9,6.4,0.451,2.4,4.9,0.492,0.5,1.5,0.319,1.3,2.1,0.61,2.2,4,6.2,0.8,0.5,1.4,0.9,1.7,7.5,48.9,4,11.6,2.90,17.6,6.38,,,,,,,,
2016,2,49,DET,Michael Gbinije,24.024,G,us,Syracuse University,9,3.6,0.4,0.3,0.2,0,0,0.1,0.167,0,1,-0.1,-0.136,-2.1,120,61,25.5,3.4,7.5,0.454,2.1,4.1,0.511,1.3,3.4,0.387,1.7,2.6,0.639,0.8,2.3,3.1,2.6,1.3,0.3,1.6,2.1,9.8,54.3,4,11.5,2.88,18.5,8.27,0.05,8,9,6.55,6.675,8.5,204.6,6.7
2010,2,58,LAL,Derrick Caracter,22.056,F,us,University of Texas at El Paso,41,5.2,2,1,0.2,0.1,0.2,0.485,0.485,,0.739,0.3,0.057,10,79,36,19.7,4,7.1,0.563,3.9,6.9,0.57,0.1,0.2,0.313,2.2,3.6,0.628,2.4,3.2,5.6,0.6,0.7,0.8,2.2,3.1,10.3,56.7,3,8.6,2.87,,5.88,0.13,9,10.25,6.83,6.95,8.115,280,7
2008,1,18,WAS,JaVale McGee,20.164,C,us,"University of Nevada, Reno",525,17.1,7.6,4.8,0.3,0.4,1.5,0.556,0.558,0.077,0.579,24.3,0.13,18.9,66,31,18.7,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.356,1.4,2.7,0.514,1.7,3,4.8,0.3,0.5,1.8,1.6,2,8.7,56,2,5.6,2.80,,0.49,0.05,,,6.11,7,9.65,241,7.6
2010,2,40,IND,Lance Stephenson,19.297,G-F,us,University of Cincinnati,401,24.7,8.7,4.3,3,0.7,0.1,0.45,0.496,0.309,0.688,15,0.073,12.1,34,32,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.219,2.3,3.5,0.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,46.2,1,2.8,2.80,,8.45,0.09,9,10.25,6.45,6.575,8.7,227,6.1
2013,2,51,ORL,Romero Osby,,,,University of Oklahoma,,,,,,,,,,,,,,0,134,65,20.6,3.2,6.5,0.492,2.9,5.7,0.505,0.3,0.8,0.392,2.4,3.2,0.737,1.6,3.2,4.7,0.8,0.4,0.6,1.2,1.8,9,51.5,4,11.1,2.78,18.9,5.74,,,,,,,,
2010,2,50,DAL,Solomon Alabi,22.1,C,ng,Florida State University,26,7,1.5,2.3,0.2,0.2,0.4,0.314,0.314,,0.7,0,0.01,10.3,77,68,22,3.5,6.6,0.534,3.5,6.6,0.535,0,0,0,2.1,2.9,0.745,2.1,3.3,5.4,0.4,0.5,2.1,1.7,2.1,9.1,53.4,3,8.3,2.77,,7.34,0.05,9.25,9.25,6.12,7.075,9.5,237.4,7.5
2017,2,37,BOS,Semi Ojeleye,22.205,F,us,Southern Methodist University,39,13.6,2.4,1.9,0.2,0.3,0,0.312,0.4,0.288,0.619,0.5,0.049,4.6,58,35,23.1,3.8,8,0.479,2.4,4.6,0.526,1.4,3.4,0.415,3.2,4.1,0.785,1.6,3.1,4.6,1,0.4,0.3,0.9,1.4,12.3,56.7,3,8.3,2.77,25.5,7.6,0.06,8.75,9.5,6.53,6.675,8.6,241.4,6.9
2011,1,25,BOS,MarShon Brooks,22.153,G-F,us,Providence College,164,17.5,7.7,2.2,1.4,0.6,0.2,0.442,0.472,0.326,0.748,2.5,0.041,13.4,113,56,25.3,5.2,11.2,0.464,3.8,7,0.543,1.4,4.2,0.333,2.6,3.6,0.739,1.6,2.7,4.3,1.5,1.1,0.7,1.8,2,14.4,52.6,4,11,2.75,18,7.44,0.05,9,10.5,6.43,6.525,8.5,194.6,7.1
2015,2,46,MIL,Norman Powell,22.036,G,us,"University of California, Los Angeles",161,17,7.2,2.2,1.2,0.7,0.2,0.429,0.488,0.332,0.798,4.7,0.083,12.8,141,83,25.2,3.6,7.7,0.461,2.8,5.2,0.533,0.8,2.5,0.314,1.8,2.5,0.746,0.4,2.6,3,1.5,1.1,0.4,1.3,2,9.8,51.2,4,11,2.75,16.4,7.25,0.06,9.25,9,6.3,6.425,8.65,215.4,6.1
2017,1,27,BRK,Kyle Kuzma,21.339,F,us,University of Utah,41,31.5,16.7,6.3,1.9,0.5,0.4,0.463,0.52,0.37,0.733,2.4,0.09,15,96,64,21,3.9,7.7,0.506,3.3,5.9,0.567,0.5,1.8,0.302,1.8,2.8,0.633,1.6,3.9,5.5,1.5,0.3,0.4,1.6,1.6,10.1,54.1,3,8.2,2.73,21.1,6.84,0.09,8.5,9.5,6.8,6.95,8.115,222.6,7
2012,2,45,PHI,Justin Hamilton,22.094,C,us,Louisiana State University,113,17.4,6.1,3.6,0.8,0.5,0.6,0.464,0.56,0.309,0.798,3.7,0.091,13.9,96,81,21.8,3,5.6,0.535,3,5.5,0.542,0,0.1,0.25,1.8,2.5,0.741,2.4,2.8,5.2,0.5,0.4,1,1.1,2,7.9,53.8,3,8.2,2.73,16.4,6.52,,,,,,,,
2015,2,53,CLE,SirDominic Pointer,23.055,G-F,us,St. Johns University,,,,,,,,,,,,,,0,130,76,28.2,3.1,6.6,0.477,3,5.7,0.518,0.2,0.8,0.193,1.9,2.8,0.681,1.2,4,5.2,2.3,1.5,1.3,1.7,2.8,8.3,48.9,4,10.9,2.73,17.7,7.43,,,,,,,,
2010,2,51,OKC,Magnum Rolle,,,,Louisiana Tech University,,,,,,,,,,,,,,0,126,72,21,3.2,6.5,0.503,3.2,6.4,0.504,0,0,0.333,1.6,2.6,0.634,2.2,3.4,5.6,0.6,0.6,1.4,1.4,2.2,8.1,50.4,4,10.9,2.73,,3.46,,,,,,,,
2016,1,3,BOS,Jaylen Brown,19.247,F-G,us,University of California,117,21.9,9.1,3.8,1,0.7,0.3,0.459,0.51,0.369,0.623,4.3,0.08,11.9,34,34,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2,0.8,0.6,3.1,3.2,14.6,47.1,1,2.7,2.70,17.6,7.87,0.05,8.75,9,6.53,6.675,8.65,222.8,6.1
2016,1,5,MIN,Kris Dunn,22.103,G,us,Providence College,116,21.2,7.1,3,3.7,1.3,0.5,0.414,0.441,0.312,0.659,0.9,0.018,11.3,95,83,31.5,4.5,9.9,0.45,3.7,7.8,0.476,0.8,2.2,0.354,3.1,4.5,0.693,1.1,4,5.1,5.8,2.2,0.4,3.3,2.9,12.8,48.8,4,10.8,2.70,20.7,8.09,,,,,,,,
